devadattajoshi,RT @Binita_Saikia: This pic is from last year's Assam flood😁. https://t.co/GDm8zunqar,This pic is from last year's Assam flood😁. https://t.co/GDm8zunqar,Wed Aug 22 15:05:14 +0000 2018
ashishretweeter,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 09:40:04 +0000 2018
mahmudmap,"this ushoi #tripura village was established 26 years ago by chandramoni karbari; all christians; this year there was rat flood/infestation, last year it was wild boar - devouring most of the crop; while it was meant... https://t.co/2gUYlROLHT",,Sun Aug 19 09:39:37 +0000 2018
KDRogersMD,Noahs literal global flood circa 4344 years ago never happened. https://t.co/r2BomfM2MC,,Sun Aug 19 09:39:25 +0000 2018
rajkumar65rk21,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 09:37:07 +0000 2018
gr8india,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 09:36:49 +0000 2018
avinash09kumar,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 09:33:16 +0000 2018
dipsticktest,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 09:30:22 +0000 2018
Mustafa1976,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 09:29:49 +0000 2018
alphonsolife,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:38:30 +0000 2018
adityampaul,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:33:11 +0000 2018
AnIndian191,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:31:54 +0000 2018
rinkitagurav,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:31:23 +0000 2018
srini0851,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:30:32 +0000 2018
cher_floydian,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:28:19 +0000 2018
hemantjaiswal24,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:27:28 +0000 2018
BarryCN250,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:26:32 +0000 2018
miahaley,"RT @SenatorCardin: With @ChrisVanHollen and @RepCummings in Ellicott City at EPW Field Hearing examining recovery after second 1,000-year f…","With @ChrisVanHollen and @RepCummings in Ellicott City at EPW Field Hearing examining recovery after second 1,000-year flood in last two years. We must find responsible ways to guarantee safety for residents and visitors, boost #SmallBiz &amp; strengthen infrastructure. #ECStrong https://t.co/UI2ixYSeDB",Tue Aug 21 16:19:35 +0000 2018
Laa_Lan,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:19:31 +0000 2018
anauseaofhands,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:18:04 +0000 2018
Raghu020304,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:18:00 +0000 2018
gopalncr,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:17:04 +0000 2018
hnc9000,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:16:51 +0000 2018
ZeHarpreet,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:11:45 +0000 2018
Anexas8,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 09:29:23 +0000 2018
PAPA_Mowgli,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 09:23:43 +0000 2018
Pankaj_itc,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 09:23:12 +0000 2018
aqs101,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 09:20:30 +0000 2018
iamkrizzzzz,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 09:18:47 +0000 2018
sunilkumarnpar2,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 09:17:36 +0000 2018
ipsyb,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 09:15:21 +0000 2018
ahmed_sf,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 09:10:00 +0000 2018
rooster16111611,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 09:05:24 +0000 2018
Official_Z_Khan,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 09:04:18 +0000 2018
AshishBahirao,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 09:00:26 +0000 2018
retheeshraj10,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 08:59:36 +0000 2018
dranildeshmukh,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 08:58:55 +0000 2018
bagchipros,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 08:57:16 +0000 2018
vmpworld,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:10:58 +0000 2018
Abhishek_Anjani,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:10:38 +0000 2018
vmoorthynow,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:09:21 +0000 2018
majormurali,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:09:10 +0000 2018
MasalaDosa_,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:07:16 +0000 2018
ajay17672,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:05:09 +0000 2018
bangaloreblues,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:04:51 +0000 2018
IND_Trusts_Modi,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:03:40 +0000 2018
Rightmind_SMaz,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:01:14 +0000 2018
ChankyaBihar,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:01:00 +0000 2018
Pkverma22,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:00:21 +0000 2018
FreakyMentalist,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 16:00:10 +0000 2018
himsini,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 15:59:23 +0000 2018
mvinayakam,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 15:57:53 +0000 2018
DaFearedBeard,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 15:56:26 +0000 2018
pyarapilot,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 08:55:26 +0000 2018
SimranT87941015,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 08:54:56 +0000 2018
santhoku,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 08:54:26 +0000 2018
iamrajeshnagar,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 08:54:25 +0000 2018
ankushjain_23,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 08:51:14 +0000 2018
pandey_priyanka,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 08:49:16 +0000 2018
jitendrapatil05,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 08:49:02 +0000 2018
Sandeep211207,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 08:45:39 +0000 2018
TweetbyPaul,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 08:44:45 +0000 2018
BolaPanchi,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 08:44:01 +0000 2018
puriyash41,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 08:43:40 +0000 2018
Pubalibm,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 08:40:34 +0000 2018
AsifChoudhary_,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 08:40:28 +0000 2018
tsp3110,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 08:39:32 +0000 2018
freak9411,"RT @samjawed65: Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same im…","Koena Mitra, Postcard News share old images as those of RSS helping in Kerala. Postcard News has forgotten that the same images were circulated by it 2 years ago as well. https://t.co/2fBAwZgrYD",Sun Aug 19 08:38:20 +0000 2018
Portatori_Acqua,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 15:54:22 +0000 2018
Shiva_Om8,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 15:50:48 +0000 2018
SuseelanS,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 15:49:39 +0000 2018
ann_08__,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 15:46:23 +0000 2018
inhsorisms,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 15:44:16 +0000 2018
eka_indian,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 15:43:31 +0000 2018
chetan_r_s,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 15:42:50 +0000 2018
AshwaniNirvan,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 15:42:20 +0000 2018
avinashrama,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 15:42:15 +0000 2018
