devadattajoshi,RT @Binita_Saikia: This pic is from last year's Assam flood😁. https://t.co/GDm8zunqar,This pic is from last year's Assam flood😁. https://t.co/GDm8zunqar,Wed Aug 22 15:05:14 +0000 2018
neverquit40,"@blackyngdave1 @khyatt2876 @nuTTTz_ @acidmane419js @bhathaway311 @oliverbill @ThurmanQuery @PerryLAnglin1 @Jimi_Jammin @witchybelltown @greenthumbrn_b @Hippie_of_Love @IzjianN @cannaverge @BH28899118 @LARRYIRBY6 @migoodridge1 @rustman_the @hazemorton @duckinmagoo @Ann01003310 @Amznfrknaz @biffblisters @im420forsure @mmatyree @kennerly_thomas @ratjr21 @Slv64Susie @DebraCrooks6 @james_bong13 @TheDailyCann @and1_grant @kellyhart57 @Michael57645022 @enokian1 @MarjofTheEarth @Welshsprout @Jeb441 @5milebeatnut @X_V_G @420Africa @verdinerunions @_dopedaneille @Shaun12361257 @afterdarkmusic @lisa19576 @AlluraSBrites @hippieluvbud62 @CrossFollower12 I hear Ya, n Im gonn a sound like a duck for this, but if we had a flash flood here, like we had nearly 20 years ago, I'd be making large bank, starting next week, till December.",,Fri Aug 17 20:54:56 +0000 2018
dMac_Music,"I had a flood of about seven emails, reminding me that 40 years ago today, a teenage band released a single on the cheap (which wasn't cheap in those analog days), and it got to #38- for a week.

It seems like yesterday, but it feels so long ago...",,Fri Aug 17 20:37:41 +0000 2018
TheSandman8388,"*sighs*

Last night was rough.

Today is a new day.

I think I will refrain from the constant negativity today.

I think I got enough out of my system for a year's worth of pain.

Let forgiveness flood my heart &amp; peace guide me to a better place.

Good morning world.",,Tue Aug 21 14:27:52 +0000 2018
ISpaceReporter,"Image copyright Courtesy Stephen Flood/Riviera Restaurant Image caption Boyne Lester Johnston enjoying champagne in the former bank vault, now wine cellar In October 1958, a... https://t.co/uPbW2YV8J5",,Fri Aug 17 20:10:20 +0000 2018
mygroguru,"Irrigation is known to have been practiced already more than 4,000 years ago. In Egypt, flood water from the Nile was used for cultivation during the Pharaoh period.  Visit https://t.co/ad8ixDO6NW to learn more about how we help farmers in the modern age! #growth https://t.co/Pw8oANev5l",,Fri Aug 17 19:48:42 +0000 2018
walkjrw,"A few years ago, our youth center flooded from pipes bursting. Tonight at 7:30 I crave a spiritual flood of living water to restore, renew, &amp; revive us.  Anyone connected to the #BYG hope… https://t.co/kwvEFWncG8",,Fri Aug 17 19:31:28 +0000 2018
khanraheem847,"RT @PromitSrk: 5 years ago during this time when @iamsrk helped Uttarakhand flood victims, cynics labelled it as a PR strategy of image bui…","5 years ago during this time when @iamsrk helped Uttarakhand flood victims, cynics labelled it as a PR strategy of image building b4 movie release(Ce). 
It still have 4 months to release #ZeroTheMovie. 
#Justssaying
  #KeralaFloods",Fri Aug 17 19:22:23 +0000 2018
RobertDolezal,"@CAWaterAlliance: The Safe Drinking Water, Water Quality and Supply, Flood Control, River and Coastal Protection Bond Act of 2006 (Proposition 84), providing Integrated Regional Water Management groups project funding, was passed 12 years ago. https://t.co/K38ev2hoDj",,Fri Aug 17 17:04:57 +0000 2018
PromitSrk,"5 years ago during this time when @iamsrk helped Uttarakhand flood victims, cynics labelled it as a PR strategy of image building b4 movie release(Ce). 
It still have 4 months to release #ZeroTheMovie. 
#Justssaying
  #KeralaFloods",,Fri Aug 17 16:59:14 +0000 2018
purdyygirl_que,"4 years ago, around this time, me and @liyah424 walked on the field across the street from the flood lot on college hill, to be apart of the east Carolina marching pirates 😭😭😭 https://t.co/q3LGZ9bXD9",,Fri Aug 17 16:59:10 +0000 2018
MatrimonyPoint,"RT @tedintheclouds: This date, 37 years ago....the big Caribou flood...greatest 24 hour rainfall on record....anyone with photos?","This date, 37 years ago....the big Caribou flood...greatest 24 hour rainfall on record....anyone with photos?",Fri Aug 17 15:58:13 +0000 2018
tedintheclouds,"This date, 37 years ago....the big Caribou flood...greatest 24 hour rainfall on record....anyone with photos?",,Fri Aug 17 15:37:40 +0000 2018
tony_groovy,RT @RobbieDoo225: Lookin at these memories popping up from cleaning up after the flood 2 years ago.  What a rough time that was.  Hope no o…,Lookin at these memories popping up from cleaning up after the flood 2 years ago.  What a rough time that was.  Hope no one has to ever go through that process.,Fri Aug 17 13:38:44 +0000 2018
TadashiNova,"RT @sjjeankim_: 6 years ago~ It was my first time seeing Donghae and Siwon… Time flies so fast, I still remember me and my friends went all…","6 years ago~ It was my first time seeing Donghae and Siwon… Time flies so fast, I still remember me and my friends went all the way from Bulacan to Trinoma even though it's raining hard and flood is everywhere just to see the two of you. ALL FOR LOVE ika nga nila~ 💓 #SiHae https://t.co/DACPuuLraM",Fri Aug 17 13:33:33 +0000 2018
shaunkrish,"@RaguD @sruthisagar @jamewils 5 years ago, the Kerala media spread the rumours that Periyar dam will break and cause flood, but even now it's Idukki's surplus water that first caused it as it was filled even before MP probably the first time in its history. They need to get the facts right!",,Fri Aug 17 13:25:17 +0000 2018
RameshBhushal,RT @DeepakAdk: Excellent reportage on whether embankments along the Koshi River are solution to the monsoon floods. I did a similar story f…,Excellent reportage on whether embankments along the Koshi River are solution to the monsoon floods. I did a similar story for @third_pole three years ago @dixit_ajaya @RameshBhushal @arj272 https://t.co/RGlSGZnxGC https://t.co/aqoMDoz4Nt,Fri Aug 17 12:08:23 +0000 2018
ilovechipsahoy,RT @MCSFootball: Mattawan Football had their own golf outing years ago before MAB was formed.  We should be able to flood the MAB outing wi…,Mattawan Football had their own golf outing years ago before MAB was formed.  We should be able to flood the MAB outing with participants if we were able to do it all on our own years ago.  MAB is very... https://t.co/E3aDig6Rzs,Fri Aug 17 11:39:49 +0000 2018
baektoxiu,our walls are so ugly bc of the flood 2 years ago but my grandma said there’s no point painting them again if there’s gonna be another flood aiyo,,Fri Aug 17 11:09:40 +0000 2018
EinsteinKaleath,"As I've been saying&amp;giving heads up of what all on planet is up against,as I've been saying that world is about to flood/burn years ago,as I'm sitting up watching overall&amp;know/see before happen,yet these rather tweet of chicken mcnuggets&amp;propaganda,then call4help when crisis's",,Fri Aug 17 10:07:30 +0000 2018
DeepakAdk,Excellent reportage on whether embankments along the Koshi River are solution to the monsoon floods. I did a similar story for @third_pole three years ago @dixit_ajaya @RameshBhushal @arj272 https://t.co/RGlSGZnxGC https://t.co/aqoMDoz4Nt,,Fri Aug 17 10:00:52 +0000 2018
WritersCompany,"RT @Karjon: Had a flash I loved rejected for ten years. Finally got accepted for Flash Flood a couple of years ago. After it was published,…","Had a flash I loved rejected for ten years. Finally got accepted for Flash Flood a couple of years ago. After it was published, lots of folk got in touch to say it was one their favourites. Never give up on a story you love. #ShareYourRejections",Fri Aug 17 09:30:10 +0000 2018
Mahabir60231174,@pbhushan1 Kerla flood situation arose five years ago,,Fri Aug 17 07:56:08 +0000 2018
KDRogersMD,"Build a time line from 10,000 years ago forward telling who was in their respective countries. See if these people of other cultures cared or not if the Jews stated humanity did not start till 6000 years ago. See if these people cared if the Jews had a global flood myth https://t.co/wlpdrCcsVW",,Fri Aug 17 06:39:51 +0000 2018
KDRogersMD,Please also study the genetics of human migration patterns. No they do NOT show all humanity spreading out of the Mount Ararat area circa 4344 years ago which per the bible was about the date of Noah's global flood. https://t.co/wlpdrCcsVW,,Fri Aug 17 06:38:43 +0000 2018
KDRogersMD,"Please verify when people arrived at the different continents. Every inhabited continent except the Arctic and Antarctic report people at their respective locations prior to 10,000 years ago. Check that. No these people did NOT die during Noahs flood. https://t.co/wlpdrCcsVW",,Fri Aug 17 06:37:37 +0000 2018
KDRogersMD,Once those populations got to their respective areas.....well before 6000 years ago....notice they did NOT die out in Noahs alleged global flood circa 4344 years ago though they did NOT all canoe over to the middle east and get on a boat / ark. https://t.co/xQbGnJXrZi,,Fri Aug 17 06:13:27 +0000 2018
manish40000,@r0h1n I feel like situation because few years ago in bihar my home District same flood. Bro I support some donations cm fund.,,Fri Aug 17 05:22:58 +0000 2018
KDRogersMD,"The bible lost me with its 
6000 year old humanity stories AKA the Adam and Eve stories
the global flood circa 4344 years ago 
the tower of Babel story. 
So far in those....I missed how the bible proved itself. https://t.co/82u4zPblLZ",,Fri Aug 17 05:14:55 +0000 2018
RamirIsHere_,"@jk_ItsTori Let Me Set The Scene: 

We Gathered Around All Happy As Can Be (Unless Our Lives Are Miserable). We Cut Open The Cake... It's A Girl! Yay! 

You: I Can't Believe I'm Gonna Be A Parent!

Me: *Opens Flood Gates* Yeah, It Crazy Because Just 4-5 Years Ago You Were Just [insert story]",,Fri Aug 17 03:50:06 +0000 2018
russydubz,@Stev_Whit @_LustC my pokemon collection was also lost in the flood. my sister and I had binders on binders. A few years ago we checked just out of interest. Deadass a few thousand dollars worth,,Fri Aug 17 03:38:17 +0000 2018
MCSFootball,Mattawan Football had their own golf outing years ago before MAB was formed.  We should be able to flood the MAB outing with participants if we were able to do it all on our own years ago.  MAB is very... https://t.co/E3aDig6Rzs,,Fri Aug 17 02:28:27 +0000 2018
ChesCoRamblings,@Kelly_UPenn @TheEtherMan @RepCharlton @PACases The best was a bunch of years ago it wasn't even shown on a flood map over there - not Radnor put another one - FEMA or somebody maybe?,,Fri Aug 17 02:21:40 +0000 2018
ElliottRHams,"RT @JoshMBlackman: Last year, one of my students had to evacuate her house during Hurricane Harvey. She packed her @CatoInstitute pocket Co…","Last year, one of my students had to evacuate her house during Hurricane Harvey. She packed her @CatoInstitute pocket Constitution in her go bag, and it survived the flood! She still has it, with her handwritten notes. https://t.co/nuS0jmuXz7",Tue Aug 21 13:57:41 +0000 2018
Bill_Flood,"RT @BeschlossDC: “Nixon Blasts ‘False Charges’”—New York Daily News, 45 years ago today: https://t.co/PAXy9HQIJo","“Nixon Blasts ‘False Charges’”—New York Daily News, 45 years ago today: https://t.co/PAXy9HQIJo",Fri Aug 17 01:28:56 +0000 2018
Holt55E,RT @JohnHines66: @mlkerr13 Wow!  The memories flood back. 1978. (40 years ago this summer!). What a great team. My senior season at Somerse…,@mlkerr13 Wow!  The memories flood back. 1978. (40 years ago this summer!). What a great team. My senior season at Somerset. I loved all my teammates and coaches!  God bless you all.... Wherever you are.,Fri Aug 17 01:26:29 +0000 2018
gweru054,"@MajomeMiriam @brianchiandana @fnechz @matigary The biblical world view goes something like this, about 6000 years ago creation of this world, about 4000 yrs - a universal flood which destroyed everything.",,Fri Aug 17 01:01:11 +0000 2018
AinslieClaire,"RT @SydneyPead: Wollongong residents remember a devastating flood 20 years ago, when 316 millimetres of rain fell in 24 hours. Via @chloeha…","Wollongong residents remember a devastating flood 20 years ago, when 316 millimetres of rain fell in 24 hours. Via @chloehart2 and myself https://t.co/ScMPcJNskv",Fri Aug 17 00:29:05 +0000 2018
after_flood,"RT @theQuietus: Happy 60th birthday @Madonna! 

Your #LongRead of the day, the incredible story of her self titled debut album 35 years ago…","Happy 60th birthday @Madonna! 

Your #LongRead of the day, the incredible story of her self titled debut album 35 years ago: 

https://t.co/QJ4JrtDl8G https://t.co/BKz0QFE0PZ",Fri Aug 17 00:28:51 +0000 2018
JohnHines66,@mlkerr13 Wow!  The memories flood back. 1978. (40 years ago this summer!). What a great team. My senior season at Somerset. I loved all my teammates and coaches!  God bless you all.... Wherever you are.,,Fri Aug 17 00:22:59 +0000 2018
SavvWEST,Lol my uncle called me a blerd some years ago meanwhile my uncle owns like every console from Sega onward. Well before the flood at least. I'm jealous tho.,,Thu Aug 16 23:58:23 +0000 2018
SydneyPead,"Wollongong residents remember a devastating flood 20 years ago, when 316 millimetres of rain fell in 24 hours. Via @chloehart2 and myself https://t.co/ScMPcJNskv",,Thu Aug 16 23:32:43 +0000 2018
lorrainemking,"@ALittleLaw Thank you. It was five years ago so I’ve learned to live with it but Aretha’s death has made it all flood back to me.
It’s time people stood up@and paid attention to this cancer ❤️",,Thu Aug 16 22:46:46 +0000 2018
jailsrus2,"Let me ask you all , why the hell is Heather Sweeney still living in my motheres basement with 6 kids?? She died 5 years ago and my stepdad died a month go? And she’s worried about mice in the walls after the flood!!! Omg get a life child move on!!!!",,Thu Aug 16 22:44:51 +0000 2018
dylanw,"@DrObvious Let me ask it this way: Who do you think has more political will to build the sea wall and flood barrier that will protect the city, Seattle or New York? Before you answer I will remind you the Viaduct convo started 30 years ago.",,Thu Aug 16 22:16:44 +0000 2018
Minderella71,"RT @EmilyRingelman: Two years ago today my house flooded. The knitting community stepped up in a BIG way to help us out. As a thank you, I'…","Two years ago today my house flooded. The knitting community stepped up in a BIG way to help us out. As a thank you, I'm doing a flash sale- 50% off ALL Emily Ringelman Designs patterns, using coupon code FLOOD. Good today and tomorrow. Thank you knitters! https://t.co/8WPAGzFj56",Thu Aug 16 22:10:01 +0000 2018
AliDriverUK,@ipagov @AlisonBaptiste Many congratulations Alison! A great loss to @EnvAgency Thankyou for all your support in getting a more sustainable approach to flood risk management established all those years ago.,,Thu Aug 16 21:48:31 +0000 2018
epichrist,top of that we have evidence to support that an massive flood occured 7 k years ago. I guess science loves the bible :/. wow i love science. bring it on.... now it's time for science reveal nephelim. then im pleased.,,Thu Aug 16 21:38:27 +0000 2018
ISLANDCHULA28,@DJCLYDEGARNER Same. Even looking into Houston. I was considering moving there some years ago but Houston had a flood n i took it as a sign 😂 lbvs,,Thu Aug 16 19:07:03 +0000 2018
tate_petersen,"RT @ICRscience: The Genesis Flood happened about 4,500 years ago, not 66 million years ago. Science supports this, too. https://t.co/1RemO2…","The Genesis Flood happened about 4,500 years ago, not 66 million years ago. Science supports this, too. https://t.co/1RemO22JxY #Dinosaur #Science @icrbthomas",Thu Aug 16 18:18:01 +0000 2018
RobbieDoo225,Lookin at these memories popping up from cleaning up after the flood 2 years ago.  What a rough time that was.  Hope no one has to ever go through that process.,,Thu Aug 16 18:00:34 +0000 2018
flood_rena,"RT @KamalaHarris: Six years ago this week, DACA went into effect, giving Dreamers the security they needed to continue to live in the only…","Six years ago this week, DACA went into effect, giving Dreamers the security they needed to continue to live in the only country they’ve ever known. But because of this Administration, hundreds of thousands are still terrified they'll be kicked out of the country they call home. https://t.co/iWVdpXxGUs",Thu Aug 16 17:50:41 +0000 2018
VernonThomson,RT @Mr_Electrico: @paulkrugman It was too late 20 years ago.  Those who are just catching on now only care because that the flood waters ar…,@paulkrugman It was too late 20 years ago.  Those who are just catching on now only care because that the flood waters are at their doorstep.,Thu Aug 16 17:25:39 +0000 2018
MCDwater,#TBT Ingenuity wasn't  limited to building the flood protection system. Camp residents used their creativity to make life easier 100 years ago. https://t.co/nfeE0tnVM4 https://t.co/pRXNyxnW5j,,Thu Aug 16 17:15:19 +0000 2018
Mr_Electrico,@paulkrugman It was too late 20 years ago.  Those who are just catching on now only care because that the flood waters are at their doorstep.,,Thu Aug 16 16:31:41 +0000 2018
elaijin,@iamnotRain the last bad flood was 30 years ago hhhh,,Thu Aug 16 16:05:30 +0000 2018
bulmer_kevin,RT @IanWhite_DC: Many years ago I saw a similar thing happen in Broad Street. There were concerns that the lower levels in Blackwell’s Book…,"Many years ago I saw a similar thing happen in Broad Street. There were concerns that the lower levels in Blackwell’s Bookshop would flood. Initially the road looked like it had a giant zit, and then it burst.

We didn't have handy phone cameras in those days! https://t.co/ES4tBqwiK0",Thu Aug 16 15:42:20 +0000 2018
Club_La_Reforma,"@ADphotography24 @VixenOptics @SpaceToday1 @StormHour @astropierre @AstronomyMag @dartanner @treetanner @andy_stones @chunder10 @ahamillphotos @ChasseursNuits @AstroGuigeek Soon, in a few weeks, we can see the heliac Srius' set, the most important event in egipcian's astronomy.
3500 years ago it took place in June, announcing the Nile's annual flood.",,Thu Aug 16 15:09:01 +0000 2018
IanWhite_DC,"Many years ago I saw a similar thing happen in Broad Street. There were concerns that the lower levels in Blackwell’s Bookshop would flood. Initially the road looked like it had a giant zit, and then it burst.

We didn't have handy phone cameras in those days! https://t.co/ES4tBqwiK0",,Thu Aug 16 14:59:02 +0000 2018
StIndrigo,RT @glynbowerman: Di Giorgio says council doesn’t spend time on real issues like flooding. Anyone have the voting record on the flood manag…,Di Giorgio says council doesn’t spend time on real issues like flooding. Anyone have the voting record on the flood management program from last year?,Tue Aug 21 13:48:50 +0000 2018
flood_rena,"RT @SenWarren: Lobbying isn’t just for Big Banks, Big Pharma, &amp; Big Oil anymore. Big Tech is in on the game too. Last year, @Amazon, @Apple…","Lobbying isn’t just for Big Banks, Big Pharma, &amp; Big Oil anymore. Big Tech is in on the game too. Last year, @Amazon, @Apple, @Facebook, @Google and @Microsoft spent a combined $50 million lobbying Ds and Rs in the government. #EndCorruptionNow https://t.co/5eyCYN2w3V",Tue Aug 21 13:29:15 +0000 2018
Sokkrateees,"@Lady_Pup @realMatMolina Yes dinosars have existed, 75 miljon years ago. No body doubts that.

The cataclysmic flood event known as Noah story exists in all religions &amp; cultures from the area around what we today calls the Black Sea that predates the Torah.",,Thu Aug 16 14:34:24 +0000 2018
FranSellsTNProp,8 YEARS AGO TODAY...I got my little condo back up and running from the 2010 flood that came up to almost the divider in the 2 window sashes! That was an experience that I never want to repeat in my lifetime!,,Thu Aug 16 14:09:11 +0000 2018
Mickey_Elvis,@ArkEncounter Every civilization back to around 4400 years ago knows that there was a worldwide flood.,,Thu Aug 16 14:04:00 +0000 2018
EmilyRingelman,"Two years ago today my house flooded. The knitting community stepped up in a BIG way to help us out. As a thank you, I'm doing a flash sale- 50% off ALL Emily Ringelman Designs patterns, using coupon code FLOOD. Good today and tomorrow. Thank you knitters! https://t.co/8WPAGzFj56",,Thu Aug 16 14:01:41 +0000 2018
Karjon,"Had a flash I loved rejected for ten years. Finally got accepted for Flash Flood a couple of years ago. After it was published, lots of folk got in touch to say it was one their favourites. Never give up on a story you love. #ShareYourRejections",,Thu Aug 16 12:56:42 +0000 2018
AxiomKnights,"Very compelling watching this video, but I need to know more. I would have to see more, maybe go there. I believe the flood happen as geological and archaeological data shows. As the polar ice caps melted, but about 12,000 plus years ago. But the... https://t.co/Rf5FD0CEvz",,Thu Aug 16 12:31:30 +0000 2018
after_flood,"RT @theQuietus: Happy 60th birthday @Madonna! 

Your #LongRead of the day, the incredible story of her self titled debut album 35 years ago…","Happy 60th birthday @Madonna! 

Your #LongRead of the day, the incredible story of her self titled debut album 35 years ago: 

https://t.co/QJ4JrtlKh8 https://t.co/3mChf3NAaV",Thu Aug 16 11:17:08 +0000 2018
Khushbo09233310,"Situated near Ramnagar in Uttarakhand, the Garjiya Devi Temple is considered a sacred shrine that is believed to have been formed by the mud &amp; clay that came along during a flood, years ago. Surrounded by the Kosi River tributary, the temple holds a rich, religious significance. https://t.co/yAS6UOIsGd",,Thu Aug 16 09:40:30 +0000 2018
3PennyMovies,"RT @lemieuxdavid: Around 45 years ago today @GratefulDead wrapped up recording Wake Of The Flood, with Weather Report Suite being the last…","Around 45 years ago today @GratefulDead wrapped up recording Wake Of The Flood, with Weather Report Suite being the last song to be recorded for the album. Here's an early August 1973 acoustic demo of WRS, before @BobWeir had lyrics for Part 1.

https://t.co/1c6XSX4uGr",Thu Aug 16 09:01:32 +0000 2018
BradFitzpatriot,"RT @HWKammers: Two years ago, my city was DEVASTATED by an unnamed storm that dropped over 3 feet of rain in 3 days. We had no warning. No…","Two years ago, my city was DEVASTATED by an unnamed storm that dropped over 3 feet of rain in 3 days. We had no warning. No weatherman knew this was coming.
We call it The Great Flood of 2016.
I remember my neighborhood street turning into a NO WAKE ZONE. 😢
#Louisiana
#FalseFlag",Thu Aug 16 05:56:42 +0000 2018
soffhime,Sitting here watching animals reunited with their pets and thinking abt what my life would’ve been like had my parents lost one of the dogs in the flood a few years ago,,Thu Aug 16 04:53:58 +0000 2018
tgnoblebackup,"@EcoSenseNow @jamft @EDavidAn @redforged42 @StormSignalSA @adamjutzi46 @RushhourP @jhornburg01 @ClimateRealists @GTMGQ @TroglomyteT @waxliberty @geoffmprice @Thought4rce @Ozwino @fortiain @MarkB18821332 @FriendsOScience @EuphoniusNuts @ClimateDepot @ItFitz0866 @JamesDeanBoyd @GillesnFio @birdhillll @NikolovScience @rVivianArnold @jgarner296969 @d_e_mol @markcojuangco @DJTDioxide @Shamrockvegan @Alby_Tross @HenryK_B_ @MartinFehringe3 @John_Poelwyk @Dumbarse66 @climatedenier97 @oldaggie84 @phlegmaphoenix @billmckibben @JunkScience @SteveSGoddard @JWSpry @TundraSwans @chaamjamal @hockeyschtick1 @tan123 @CFACT @cducsubt @spdbt The entire universe is about 6,000 years old and life is 6,000 years old. The global flood about 4,400 years ago caused the climate to change and now its just getting back to what it was, it's getting back to its normal climate.",,Thu Aug 16 04:43:17 +0000 2018
4greyz,"@RikiRachtman Forty-two years + 2 weeks ago, about 143 people were killed in the Big Thompson Canyon flood close to Estes Park. I'm sure some of their ghosts are still wandering about.",,Thu Aug 16 04:06:16 +0000 2018
WhoIsChise,BR flood was 2 years ago already,,Thu Aug 16 03:41:07 +0000 2018
SgtThomas99,RT @mccann_hunter: The fact that the flood was already 2 years ago blows my mind,The fact that the flood was already 2 years ago blows my mind,Thu Aug 16 02:47:24 +0000 2018
kansasdotcom,RT @StanFinger: Tuesday night brought echoes of a deadly flash flood 15 years ago: https://t.co/yBvs2cPpwq,Tuesday night brought echoes of a deadly flash flood 15 years ago: https://t.co/yBvs2cPpwq,Thu Aug 16 01:55:28 +0000 2018
StanFinger,Tuesday night brought echoes of a deadly flash flood 15 years ago: https://t.co/yBvs2cPpwq,,Thu Aug 16 01:54:14 +0000 2018
hannahmarie0117,two years ago tonight my whole house was destroyed in a flood a day before my freshman year https://t.co/lQPwIQITkK,,Thu Aug 16 01:46:27 +0000 2018
OhighOguy,"@STVDailyPRSS B.S. getting off way to easy!!!  Should have been revoked years ago. You know after the poop flood of 08 or 09 or the e coli breakout of 13. I can go on, but i dont think anyone is reading this anyways.",,Thu Aug 16 01:27:19 +0000 2018
Moyletra,"RT @BrilliantTrails: A local charity in need of help. 
Anyone with a few quid to spare? War Years Remembered in Ballyclare is struggling to…","A local charity in need of help. 
Anyone with a few quid to spare? War Years Remembered in Ballyclare is struggling to recover from the flood two weeks ago and need your help. A few pounds will go a long way to get up and running again, and the charity... https://t.co/Ew7NKyNBfH",Wed Aug 15 23:00:19 +0000 2018
mccann_hunter,The fact that the flood was already 2 years ago blows my mind,,Wed Aug 15 22:21:43 +0000 2018
MJN_FanAN,RT @McJuggerNuggets: My channel as of 4 years ago today...Saw this and instantly got a flood of emotions. What an insane journey it has bee…,"My channel as of 4 years ago today...Saw this and instantly got a flood of emotions. What an insane journey it has been...Been moving so fast and looking ahead, that it’s hard to reflect. Love you guys ❤️ Keep it RiDGiD! https://t.co/N6yYYnxG3M",Wed Aug 15 21:06:13 +0000 2018
urbanbarbarian,@AbacusMike @TonyBedard @Philsbackpack @Edwin_Boyette @FrancisGo19 @LucyVenomDoyle Mike's explanation for dinosaurs existing up until 140 years ago places them on Noah's Arc - so one goofy idea has to match the other goofy idea.  But they can't possibly match up in the physical world. Every species wasn't on a tiny arc for 40 days during a global flood.,,Wed Aug 15 20:59:39 +0000 2018
kirasweet7,RT @HannahJoy_T: Crazy to think two years ago I lost everything I ever owned and my childhood home to a flood. I was so angry at the time b…,Crazy to think two years ago I lost everything I ever owned and my childhood home to a flood. I was so angry at the time but in someways it was a blessing in disguise. God bless my friends and family members who helped us through it all.❤️,Wed Aug 15 20:12:32 +0000 2018
BrilliantTrails,"A local charity in need of help. 
Anyone with a few quid to spare? War Years Remembered in Ballyclare is struggling to recover from the flood two weeks ago and need your help. A few pounds will go a long way to get up and running again, and the charity... https://t.co/Ew7NKyNBfH",,Wed Aug 15 20:08:29 +0000 2018
ICRscience,"The Genesis Flood happened about 4,500 years ago, not 66 million years ago. Science supports this, too. https://t.co/1RemO22JxY #Dinosaur #Science @icrbthomas",,Wed Aug 15 19:57:06 +0000 2018
iam_bas15,can’t believe the flood was two years ago..,,Wed Aug 15 19:34:23 +0000 2018
HWKammers,"Two years ago, my city was DEVASTATED by an unnamed storm that dropped over 3 feet of rain in 3 days. We had no warning. No weatherman knew this was coming.
We call it The Great Flood of 2016.
I remember my neighborhood street turning into a NO WAKE ZONE. 😢
#Louisiana
#FalseFlag",,Wed Aug 15 19:18:22 +0000 2018
HannahJoy_T,Crazy to think two years ago I lost everything I ever owned and my childhood home to a flood. I was so angry at the time but in someways it was a blessing in disguise. God bless my friends and family members who helped us through it all.❤️,,Wed Aug 15 19:17:39 +0000 2018
X6d5ZcfGUfQFSMC,"RT @TylerABC57: TWO YEARS AGO TODAY:

Who remembers the devastating flash flooding that occurred exactly two years ago? Many locations saw…","TWO YEARS AGO TODAY:

Who remembers the devastating flash flooding that occurred exactly two years ago? Many locations saw 6-10"" of rain in less than 8 hours. This event was a thousand-year flash flood event that required numerous water rescues and took weeks to clean up. #INwx https://t.co/lH3sSmsyjO",Wed Aug 15 17:05:50 +0000 2018
LindaMac1,@hatemornings OMG! It was almost like this when we were glamping a few years ago. But on a hill so no flood. Monsoon rains though - in July!,,Wed Aug 15 16:54:44 +0000 2018
ABC57weather,"TWO YEARS AGO TODAY:

Who remembers the devastating flash flooding that occurred exactly two years ago? Many locations saw 6-10"" of rain in less than 8 hours. This event was a thousand-year flash flood event that... https://t.co/fIe4O6JLdE",,Wed Aug 15 16:42:51 +0000 2018
TylerABC57,"TWO YEARS AGO TODAY:

Who remembers the devastating flash flooding that occurred exactly two years ago? Many locations saw 6-10"" of rain in less than 8 hours. This event was a thousand-year flash flood event that required numerous water rescues and took weeks to clean up. #INwx https://t.co/lH3sSmsyjO",,Wed Aug 15 16:42:03 +0000 2018
forthemasses,"@JimTheKingTiger @keigh_see @IEAffiliate @fruitchicken1 @hugh_bothwell @_Siaynoq @GerbusJames @hplarc12345 @RunningHippo @Tinman_73 @SageThinker99 @Brian_Kitchener @Shadowzerg @MechaPanda9K @badibulgator @CollinOctantis @alastairjallen1 @aaronsburrell @Watsdecraicjmac @TheCarp86835734 @Captainswoop1 @wiguy45 @FrankyFigs1987 @ShelleyLindse @nt_wos @FlatSlugbrains @captscorch @nicholaspitts @Vortexpuppy1 @tarawasjesus @BrianWaltherr @readyornotfory2 @ExSapperBadMan @KayeTatton @rmbctious @Geek_0nline @bikinatroll @YahushuaIsGod @phead54693153 @atheistProgress @cbridger954 @CivilGunOwner @DeanKo @jon_hill987 @Blue_Ouija @Foulkesy1 @Nutt007 @msimmons872 @EMactions @Skiing_Gator You really believe that Jesus died for all our sins?

We sin more and more every year... Seems like someone should be sacrificed again for all of us.. or a great flood should come.

It's odd that biblical things only happened thousands of years ago... Is god gone?",,Wed Aug 15 15:03:17 +0000 2018
etiennebraud,2 years ago this community was going through the worst tragedy it’s ever seen and today you can’t even tell what happened. I’ll always remember the flood like it just happened yesterday,,Wed Aug 15 15:02:42 +0000 2018
ItsDeeDuhh,The flood was really 2 years ago. Wow.,,Wed Aug 15 14:59:34 +0000 2018
The_Bible_Geek,"@MikeCox166 @farmersboy70 @TakeThatDarwin @TroyBeast @lancevantine You don't see the backdrop behind my photo.
Well the Bible teaches the Earth is right around 6000 years old with a flood 4500 years ago.

This is contradicted by several flawed chronologies... a lot of old errors are not being removed anymore. For the war against God is real.",,Wed Aug 15 14:17:18 +0000 2018
lemieuxdavid,"Around 45 years ago today @GratefulDead wrapped up recording Wake Of The Flood, with Weather Report Suite being the last song to be recorded for the album. Here's an early August 1973 acoustic demo of WRS, before @BobWeir had lyrics for Part 1.

https://t.co/1c6XSX4uGr",,Wed Aug 15 12:48:22 +0000 2018
ArmyCorpsNAD,"#OTD #HappyAnniversary, Buffumville Lake! Dedicated 60 years ago; Congressional authorization &amp; appropriations followed severe 1938 &amp; 1955 floods; $128M = 2011 estimate of flood damages prevented to downstream towns including @OxfordMA &amp; #ThompsonCT https://t.co/sf9Wien7tp 
#TDIH https://t.co/yQ03q2KvZF",,Wed Aug 15 12:22:47 +0000 2018
